RR,ActIndustryDistress1,ActIndustryDistress2,Senior secured,Senior unsecured,Senior subordinated,Subordinated \& Junior,Equity value,Default barrier,Net income margin,Total assets,Number of employees,Volume,Trades,Amihud,Price dispersion,Offering amount,Time to maturity,Coupon,Rating,CDS availability,Covenants,Roll,Corwin Schultz,Manufacturers inventories to sales ratio,Number of civilians unemployed for less than 5 weeks,30 year conventional mortgage rate,3 month commercial paper minus federal funds rate,Materials,Communication Services,Consumer Discretionary,Industrials,Consumer Staples,Financials,Energy,Health Care,Utilities,Information Technology,Real Estate,CBOE DJIA Volatility Index,NASDAQ 100 Index return,CBOE NASDAQ 100 Volatility Index,Russell 2000 Price Index return,Russell 2000 Vol 1m,Wilshire US Small-Cap Price Index,Wilshire Small Cap Vol
38.023110013537185,0,0,0,0,1,0,88.004,0.6480069433437309,-0.084870056150471,649.831,1804,151612932.7,4.5,0.014033545849579224,0.012892554790532794,100000.0,1805,10.0,18.0,0,1,0.06284275897627979,0.03172844243761006,1.2,2425,5.58,0.04,1,0,0,0,0,0,0,0,0,0,0,14.92,-0.015203472017574327,24.38,0.042825659722922405,25.07,3380.08,866.1117701412012
66.71426959609168,0,0,0,1,0,0,-172.858,1.1097326707936597,-0.3615862661329711,180.115,898,1352897677.0833333,6.2,0.009769178349534327,0.030133990512510467,140000.0,184,11.625,18.0,0,1,0.0,0.009892247097265907,1.17,2637,5.58,-0.01,1,0,0,0,0,0,0,0,0,0,0,13.27,-0.021742678763312928,22.54,0.008265011222105212,21.89,3421.9,865.3647743748577
28.25,0,0,0,1,0,0,-63.895,0.3610391284382729,-0.12697884926503428,372.389,2591,5085000.0,0.1,0.01198609612849095,0.023696682464454943,155000.0,167,10.5,18.0,0,1,0.0,,1.17,2637,5.58,-0.01,0,0,0,1,0,0,0,0,0,0,0,13.27,-0.021742678763312928,22.54,0.008265011222105212,21.89,3421.9,865.3647743748577
95.6802,0,0,0,1,0,0,-66.602,0.6616826031239639,-0.033274346552174296,111.589,3175,289881114.25,0.65,0.328375721299438,0.05249807965292547,100000.0,261,10.125,17.0,0,1,0.0,0.011572765167347563,1.17,2637,5.41,-0.03,0,0,0,0,1,0,0,0,0,0,0,19.94,-0.021742678763312928,27.13,0.008265011222105212,27.57,3376.29,624.3811494223885
74.6625,0,0,0,0,1,0,-88.628,1.0104591739202469,-0.1735452800273288,392.335,0,338910400.0,0.8,0.0015141574794022695,0.009273250730285534,150000.0,434,11.75,17.0,0,1,0.0,0.06272009816943332,1.17,2637,5.38,0.04,0,0,0,1,0,0,0,0,0,0,0,19.0,-0.021742678763312928,26.06,0.008265011222105212,26.44,3468.47,623.1868873232223
72.61898148148148,0,0,0,0,1,0,-88.628,1.0104591739202469,-0.1735452800273288,392.335,0,483199444.4444444,2.45,0.002266776880145181,0.009690123321315134,150000.0,434,11.75,17.0,0,1,0.0,0.019383857152007827,1.17,2637,5.38,0.04,0,0,0,1,0,0,0,0,0,0,0,19.0,-0.021742678763312928,26.06,0.008265011222105212,26.44,3468.47,623.1868873232223
81.75,0,0,0,0,1,0,36.8226,0.3175602161026488,-0.1368138457994774,266.54,2570,327000000.0,0.1,0.001417233560090703,0.010309278350515427,100000.0,1904,11.375,18.0,0,1,0.0,,1.17,2637,5.4,0.03,0,0,0,1,0,0,0,0,0,0,0,15.98,-0.021742678763312928,23.16,0.008265011222105212,23.62,3412.63,621.1184819040209
54.48911240031898,0,0,0,1,0,0,7.20732,0.4484172156104346,-0.2984655993228302,399.707,1699,1010084240.7894737,10.35,0.04645724263017175,0.009188455033787383,230000.0,2572,10.75,15.0,0,1,0.028856340226605666,0.006863657349011356,1.17,2637,5.4,0.06,1,0,0,0,0,0,0,0,0,0,0,15.68,-0.021742678763312928,23.18,0.008265011222105212,23.46,3460.05,63.44722207173999
54.70022748085248,0,0,0,1,0,0,7.20732,0.4484172156104346,-0.2984655993228302,399.707,1699,692946147.7272727,4.6,0.07957996865172433,0.017970490027619673,100000.0,929,9.375,15.0,0,1,0.0280616211414636,0.00894068336914591,1.17,2637,5.4,0.06,1,0,0,0,0,0,0,0,0,0,0,15.68,-0.021742678763312928,23.18,0.008265011222105212,23.46,3460.05,63.44722207173999
26.054158633783,0,0,0,1,0,0,79.485,0.6055793981492186,-0.3205123908781689,432.466,5100,381333831.40625,9.6,0.0036944477258474095,0.011147407610074047,157000.0,1841,12.75,,0,0,0.04990113908083521,0.020834976909809438,1.17,2637,5.4,-0.01,0,0,1,0,0,0,0,0,0,0,0,16.13,-0.021742678763312928,23.76,0.008265011222105212,23.65,3444.46,62.66530286086296
96.5113793248793,0,1,0,1,0,0,569.0,0.43641172065156336,-0.07262917617763022,21364.0,15500,1052543417.2626842,12.15,0.08322906679435119,0.00791614838500654,750000.0,561,5.75,19.0,0,1,0.028430154531897817,0.01565644568786539,1.18,2780,5.52,0.06,0,1,0,0,0,0,0,0,0,0,0,14.05,-0.025757607358124712,21.35,0.008111892916564889,21.93,3380.63,64.93486584492842
92.6669909987177,0,1,0,1,0,0,569.0,0.43641172065156336,-0.07262917617763022,21364.0,15500,199821904.65789422,6.6,0.08043318780373694,0.008876442169908441,550000.0,790,4.75,19.0,0,1,8.341466061184393,0.3074492053345801,1.18,2780,5.52,0.06,0,1,0,0,0,0,0,0,0,0,0,14.05,-0.025757607358124712,21.35,0.008111892916564889,21.93,3380.63,64.93486584492842
95.99577659649718,0,1,0,1,0,0,1358.0,0.42344429733308114,-0.14629591201494085,21148.0,15500,417553183.3333333,5.25,0.004217303719099513,0.004513595096337378,600000.0,1094,8.25,19.0,1,1,0.022170738813008538,0.01654655286959935,1.18,2780,5.52,0.06,0,1,0,0,0,0,0,0,0,0,0,14.05,-0.025757607358124712,21.35,0.008111892916564889,21.93,3380.63,64.93486584492842
85.33305203981766,0,1,0,1,0,0,1358.0,0.42344429733308114,-0.14629591201494085,21148.0,15500,1153806993.8355262,23.3,0.07243955252180835,0.009591831287226493,1500000.0,1825,8.625,20.0,1,1,0.03928043136023885,0.03761109625569227,1.18,2780,5.52,0.06,0,1,0,0,0,0,0,0,0,0,0,14.05,-0.025757607358124712,21.35,0.008111892916564889,21.93,3380.63,64.93486584492842
88.36425136461102,0,1,0,1,0,0,1358.0,0.42344429733308114,-0.14629591201494085,21148.0,15500,894471091.7215555,6.15,0.017921039957634704,0.007996063308202182,675000.0,1825,10.0,20.0,1,1,0.0106346536048371,0.006515573093281051,1.18,2780,5.52,0.06,0,1,0,0,0,0,0,0,0,0,0,14.05,-0.025757607358124712,21.35,0.008111892916564889,21.93,3380.63,64.93486584492842
87.69823527941176,0,1,0,1,0,0,1358.0,0.42344429733308114,-0.14629591201494085,21148.0,15500,444040755.11264706,2.9,0.00015538072803576453,0.0020776007229817706,325000.0,2114,10.25,20.0,1,1,0.06479868544173094,0.1017058959719152,1.18,2780,5.52,0.06,0,1,0,0,0,0,0,0,0,0,0,14.05,-0.025757607358124712,21.35,0.008111892916564889,21.93,3380.63,64.93486584492842
83.29578546453546,0,1,0,1,0,0,1358.0,0.42344429733308114,-0.14629591201494085,21148.0,15500,964348149.0384616,2.8,0.03226286654944683,0.010732463939105532,532300.0,2114,11.75,20.0,1,1,0.046456618051022504,0.008782046120627633,1.18,2780,5.52,0.06,0,1,0,0,0,0,0,0,0,0,0,14.05,-0.025757607358124712,21.35,0.008111892916564889,21.93,3380.63,64.93486584492842
89.57159459728868,0,1,0,1,0,0,1358.0,0.42344429733308114,-0.14629591201494085,21148.0,15500,849932052.8947369,5.85,0.008917398846680767,0.004766819403647387,900000.0,2008,10.75,20.0,1,1,0.022945248094025643,0.009128464125974333,1.18,2780,5.52,0.06,0,1,0,0,0,0,0,0,0,0,0,14.05,-0.025757607358124712,21.35,0.008111892916564889,21.93,3380.63,64.93486584492842
90.12145828111947,0,1,0,1,0,0,1358.0,0.42344429733308114,-0.14629591201494085,21148.0,15500,643984586.8421053,4.45,0.04366535177509989,0.0029943119369878553,500000.0,2479,11.125,20.0,1,1,0.019782446836054197,0.009156493087839368,1.18,2780,5.52,0.06,0,1,0,0,0,0,0,0,0,0,0,14.05,-0.025757607358124712,21.35,0.008111892916564889,21.93,3380.63,64.93486584492842
74.66929150132275,0,1,0,1,0,0,1358.0,0.42344429733308114,-0.14629591201494085,21148.0,15500,1385537261.71875,5.25,0.0026751020281735997,0.00529489479454844,675000.0,2479,13.5,20.0,1,1,0.0,0.02226877414447234,1.18,2780,5.52,0.06,0,1,0,0,0,0,0,0,0,0,0,14.05,-0.025757607358124712,21.35,0.008111892916564889,21.93,3380.63,64.93486584492842
87.06173600142547,0,1,0,1,0,0,1358.0,0.42344429733308114,-0.14629591201494085,21148.0,15500,720868115.3947369,5.8,0.03410249247731074,0.005536457130091257,350000.0,2053,9.625,20.0,1,1,0.046567146095279295,0.020437907852867143,1.18,2780,5.52,0.06,0,1,0,0,0,0,0,0,0,0,0,14.05,-0.025757607358124712,21.35,0.008111892916564889,21.93,3380.63,64.93486584492842
84.75502417477747,0,1,0,1,0,0,1358.0,0.42344429733308114,-0.14629591201494085,21148.0,15500,578658088.1944444,4.95,0.005574097853644697,0.0031969489342108305,575000.0,2599,10.0,20.0,1,1,0.0,0.00325703005657294,1.18,2780,5.52,0.06,0,1,0,0,0,0,0,0,0,0,0,14.05,-0.025757607358124712,21.35,0.008111892916564889,21.93,3380.63,64.93486584492842
66.4499445611578,0,1,0,1,0,0,1358.0,0.42344429733308114,-0.14629591201494085,21148.0,15500,698273720.5882353,4.15,0.0008823359721309877,0.004637053010415528,1018000.0,2599,11.75,20.0,1,1,0.01695092583961217,0.00574974984504774,1.18,2780,5.52,0.06,0,1,0,0,0,0,0,0,0,0,0,14.05,-0.025757607358124712,21.35,0.008111892916564889,21.93,3380.63,64.93486584492842
63.009895833333324,0,1,0,1,0,0,1358.0,0.42344429733308114,-0.14629591201494085,21148.0,15500,127784500.0,0.9,0.0004355717793314763,0.001899322256323853,450000.0,2844,12.125,20.0,1,1,0.0,0.01380262175083338,1.18,2780,5.52,0.06,0,1,0,0,0,0,0,0,0,0,0,14.05,-0.025757607358124712,21.35,0.008111892916564889,21.93,3380.63,64.93486584492842
83.75,0,0,0,0,1,0,-37.689,0.5241784129342534,-0.018106002414133654,306.906,1460,293125000.0,0.1,0.0011761938367442955,0.02347417840375582,105000.0,1230,12.75,20.0,0,1,0.0,,1.18,2780,5.52,0.06,0,0,1,0,0,0,0,0,0,0,0,14.05,-0.025757607358124712,21.35,0.008111892916564889,21.93,3380.63,64.93486584492842
67.41666666666666,0,0,0,1,0,0,-25.777,0.3417785206283151,-0.02088298460395277,175.899,921,276806250.0,0.25,0.005435952002554445,0.014847532730735729,100000.0,1579,8.625,18.0,0,1,0.0,0.02711553845258543,1.18,2780,5.52,0.03,0,0,0,1,0,0,0,0,0,0,0,13.45,-0.025757607358124712,21.11,0.008111892916564889,22.13,3331.63,69.09501029608501
0.563333,0,0,0,0,1,0,-212.306,0.8098347802131823,-0.26940114510195345,566.276,4790,4968597.06,0.05,0.0,0.0,300000.0,1425,9.125,21.0,0,1,0.0,,1.18,2780,5.52,0.04,0,0,1,0,0,0,0,0,0,0,0,13.69,-0.025757607358124712,22.23,0.008111892916564889,22.55,3336.14,72.60537866858898
1.6007575757575756,0,0,0,0,0,1,202.42597,0.0,2.9910101777497666,5229.94164,0,63937.0,0.75,1.007792755061458,0.05336722805129765,400000.0,8115,9.15,20.0,0,0,2.388854464581098,0.10173826383134081,1.18,2780,5.79,0.04,0,0,0,0,0,1,0,0,0,0,0,13.92,-0.025757607358124712,20.37,0.008111892916564889,22.66,3470.9,627.545289024724
1.4737500000000001,0,0,0,0,0,1,202.42597,0.0,2.9910101777497666,5229.94164,0,63937.0,0.9,1.007792755061458,0.09237240561315048,200000.0,12286,8.3,20.0,0,0,42.2138856490505,0.1347969815777271,1.18,2780,5.79,0.04,0,0,0,0,0,1,0,0,0,0,0,13.92,-0.025757607358124712,20.37,0.008111892916564889,22.66,3470.9,627.545289024724
1.62505,0,0,1,0,0,0,122.705,0.4513955709053924,0.04914147266406826,546.658,2692,471264.50000000006,0.1,1.007792755061458,0.024444630264514825,165000.0,814,12.5,18.0,0,1,0.0,,1.18,2780,5.94,0.08,1,0,0,0,0,0,0,0,0,0,0,13.03,-0.025757607358124712,21.35,0.008111892916564889,21.57,3328.1,625.2745648863282
59.81578947368421,0,0,0,1,0,0,-1.96,0.3083483788460092,-0.005187215617491024,212.688,1400,1045000000.0,0.95,0.008093164642144742,0.05273611008128323,120000.0,370,10.5,18.0,0,1,0.0,,1.18,2780,5.94,0.06,0,0,1,0,0,0,0,0,0,0,0,13.39,-0.025757607358124712,21.83,0.008111892916564889,22.46,3319.88,626.3729280424566
55.429783950617285,0,0,1,0,0,0,-153.406,1.2118178572409437,-0.11712819029715855,72.822,6600,568069722.2222222,1.7,0.0022284320451750692,0.011408132343846121,125808.0,914,11.5,16.0,0,1,0.0,0.020534992470476347,1.18,2723,6.01,0.08,0,0,1,0,0,0,0,0,0,0,0,15.39,0.046283610207227266,25.73,-0.05168472515012357,25.41,3343.6,627.3563935080309
16.677083333333332,0,0,0,1,0,0,0.29804,0.5908741572053281,-0.2559634938192185,4469.505,11400,157175250.0,0.7,0.0006853873051909768,0.010530399578386992,400000.0,698,9.125,21.0,0,1,0.23114305963095066,0.032362883021527275,1.18,2723,6.01,0.05,0,0,0,1,0,0,0,0,0,0,0,15.59,0.046283610207227266,25.72,-0.05168472515012357,25.43,3279.24,627.3070718650913
1.75,0,0,0,0,1,0,-450.5,2.290163976960199,-0.30431475804770325,269.794,0,1750000.0,0.2,1.007792755061458,0.09237240561315048,200000.0,879,10.375,20.0,0,1,0.0,,1.18,2723,6.01,0.1,0,0,1,0,0,0,0,0,0,0,0,14.72,0.046283610207227266,24.34,-0.05168472515012357,24.13,3268.34,627.3529159202824
72.74767320121425,0,0,0,0,1,0,38.65896,0.25770829127542555,-0.06006650963004018,812.372,2700,998427666.7894737,29.1,0.06842886559654805,0.01752398298972506,125000.0,580,10.75,15.0,0,1,0.10817822888143214,0.05499012396199148,1.18,2723,6.34,0.13,0,0,1,0,0,0,0,0,0,0,0,17.31,0.046283610207227266,29.04,-0.05168472515012357,29.81,3516.61,625.3597594746791
65.16074922585047,0,0,0,0,1,0,38.65896,0.25770829127542555,-0.06006650963004018,812.372,2700,829891051.9473684,27.65,0.07519398343563237,0.02159810178747359,150000.0,1432,12.25,15.0,0,1,0.028909849974684425,0.04197475326551679,1.18,2723,6.34,0.13,0,0,1,0,0,0,0,0,0,0,0,17.31,0.046283610207227266,29.04,-0.05168472515012357,29.81,3516.61,625.3597594746791
48.064990462729284,0,1,0,1,0,0,123.431,0.3938040070963822,-0.2007385776289639,1813.882,990,924519516.55,14.2,1.007792755061458,0.09237240561315048,195000.0,790,12.375,19.0,0,1,0.0,0.036188370046251445,1.19,2677,6.32,0.25,0,1,0,0,0,0,0,0,0,0,0,14.92,0.03438774535881395,22.61,0.015148340803465832,24.66,3406.67,609.0112876005091
13.635957792207794,0,1,0,0,1,0,123.431,0.3938040070963822,-0.2007385776289639,1813.882,990,171607041.66666666,6.65,0.015802280663255442,0.012245838309100374,193100.0,1002,13.5,19.0,0,1,0.0,0.02995408430448027,1.19,2677,6.32,0.25,0,1,0,0,0,0,0,0,0,0,0,14.92,0.03438774535881395,22.61,0.015148340803465832,24.66,3406.67,609.0112876005091
48.94857908678057,0,1,0,1,0,0,123.431,0.3938040070963822,-0.2007385776289639,1813.882,990,2449017109.4826427,50.9,0.0016339857818818985,0.03308199860733067,175000.0,2053,11.25,19.0,0,1,0.0,0.01237700160534896,1.19,2677,6.32,0.25,0,1,0,0,0,0,0,0,0,0,0,14.92,0.03438774535881395,22.61,0.015148340803465832,24.66,3406.67,609.0112876005091
48.008134920634916,0,1,0,1,0,0,89.9083,0.34189402510190453,,2034.746,1012,258740446.42857143,3.95,0.01465165910042032,0.01714411796937548,115000.0,500,9.625,19.0,0,1,0.0,0.027548985643811235,1.19,2677,6.32,0.25,0,1,0,0,0,0,0,0,0,0,0,14.92,0.03438774535881395,22.61,0.015148340803465832,24.66,3406.67,609.0112876005091
50.24729736010101,0,1,0,1,0,0,89.9083,0.34189402510190453,,2034.746,1012,812318177.9954547,3.9,0.015242832621642997,0.0386272309620109,100000.0,912,9.75,19.0,0,1,0.0,0.05776749977004378,1.19,2677,6.32,0.25,0,1,0,0,0,0,0,0,0,0,0,14.92,0.03438774535881395,22.61,0.015148340803465832,24.66,3406.67,609.0112876005091
47.634767564344585,0,1,0,1,0,0,89.9083,0.34189402510190453,,2034.746,1012,709552930.882353,7.9,0.021475740284772272,0.035038461034023825,155000.0,1155,12.5,19.0,0,1,0.0,0.07560774259136274,1.19,2677,6.32,0.25,0,1,0,0,0,0,0,0,0,0,0,14.92,0.03438774535881395,22.61,0.015148340803465832,24.66,3406.67,609.0112876005091
80.0,0,0,0,0,1,0,-106.7,0.378541165987671,-0.25034252956715225,233.433,760,100000000.0,0.1,0.0,0.0,150000.0,1924,13.0,19.0,0,1,0.0,,1.19,2677,6.28,0.35,1,0,0,0,0,0,0,0,0,0,0,13.72,0.03438774535881395,22.35,0.015148340803465832,24.12,3376.69,604.4413892163686
33.117559523809526,0,1,0,0,1,0,-427.21423,2.2074574736627515,-1.015857044470446,283.5243,0,156528750.0,0.95,0.0057090113985804975,0.029796714759148295,295000.0,2286,14.0,21.0,0,1,0.0,0.030978843422575175,1.19,2677,6.25,0.36,0,1,0,0,0,0,0,0,0,0,0,14.88,0.03438774535881395,20.59,0.015148340803465832,22.14,3153.08,847.7497538066226
61.94195525494289,0,0,0,1,0,0,34.357,0.40364733440439543,-0.17067964618942125,407.695,940,225425928.5892857,4.75,0.011867550893702799,0.010586754561503783,275000.0,2556,10.75,15.0,0,1,0.02826449978622294,0.014160058239650554,1.2,2820,6.21,0.09,1,0,0,0,0,0,0,0,0,0,0,14.36,-0.07664969933537291,20.06,0.04089531536220847,21.67,3186.37,854.3111138913442
73.12624714316661,0,0,0,0,1,0,-418.341,0.8738631126237792,-0.2501098673339948,366.681,2869,969647039.1756363,5.6,0.11762531043889135,0.040931862696950067,175000.0,1795,11.5,17.0,0,1,0.0,0.023997144043580432,1.2,2820,6.21,0.21,0,0,1,0,0,0,0,0,0,0,0,14.37,-0.07664969933537291,19.89,0.04089531536220847,21.45,3209.85,855.9647513172384
